sample_id,split,category,label,original_video_path,processed_file_path,total_frames,valid_frames,feature_dimension,valid,failure_reason
84._small_little_MVI_5207_0161,train,Adjectives,84. small little,Adjectives/84. small little/MVI_5207.MOV,data/landmarks/include50/84._small_little_MVI_5207_0161.npz,57,57,258,True,
83._big_large_MVI_9477_0162,train,Adjectives,83. big large,Adjectives/83. big large/MVI_9477.MOV,data/landmarks/include50/83._big_large_MVI_9477_0162.npz,56,56,258,True,
83._big_large_MVI_9476_0163,train,Adjectives,83. big large,Adjectives/83. big large/MVI_9476.MOV,data/landmarks/include50/83._big_large_MVI_9476_0163.npz,54,54,258,True,
83._big_large_MVI_9235_0164,train,Adjectives,83. big large,Adjectives/83. big large/MVI_9235.MOV,data/landmarks/include50/83._big_large_MVI_9235_0164.npz,46,46,258,True,
91._new_MVI_9340_0165,train,Adjectives,91. new,Adjectives/91. new/MVI_9340.MOV,data/landmarks/include50/91._new_MVI_9340_0165.npz,49,49,258,True,
83._big_large_MVI_9394_0166,train,Adjectives,83. big large,Adjectives/83. big large/MVI_9394.MOV,data/landmarks/include50/83._big_large_MVI_9394_0166.npz,59,59,258,True,
3._happy_MVI_5343_0167,train,Adjectives,3. happy,Adjectives/3. happy/MVI_5343.MOV,data/landmarks/include50/3._happy_MVI_5343_0167.npz,73,73,258,True,
84._small_little_MVI_9480_0168,train,Adjectives,84. small little,Adjectives/84. small little/MVI_9480.MOV,data/landmarks/include50/84._small_little_MVI_9480_0168.npz,55,55,258,True,
3._happy_MVI_9376_0169,val,Adjectives,3. happy,Adjectives/3. happy/MVI_9376.MOV,data/landmarks/include50/3._happy_MVI_9376_0169.npz,36,36,258,True,
84._small_little_MVI_9237_0170,val,Adjectives,84. small little,Adjectives/84. small little/MVI_9237.MOV,data/landmarks/include50/84._small_little_MVI_9237_0170.npz,52,52,258,True,
2._quiet_MVI_9537_0171,val,Adjectives,2. quiet,Adjectives/2. quiet/MVI_9537.MOV,data/landmarks/include50/2._quiet_MVI_9537_0171.npz,69,69,258,True,
3._happy_MVI_9456_0172,val,Adjectives,3. happy,Adjectives/3. happy/MVI_9456.MOV,data/landmarks/include50/3._happy_MVI_9456_0172.npz,43,43,258,True,
78._long_MVI_5267_0173,val,Adjectives,78. long,Adjectives/78. long/MVI_5267.MOV,data/landmarks/include50/78._long_MVI_5267_0173.npz,62,62,258,True,
1._loud_MVI_9534_0174,val,Adjectives,1. loud,Adjectives/1. loud/MVI_9534.MOV,data/landmarks/include50/1._loud_MVI_9534_0174.npz,56,56,258,True,
1._loud_MVI_5178_0175,val,Adjectives,1. loud,Adjectives/1. loud/MVI_5178.MOV,data/landmarks/include50/1._loud_MVI_5178_0175.npz,64,64,258,True,
87._hot_MVI_9410_0176,val,Adjectives,87. hot,Adjectives/87. hot/MVI_9410.MOV,data/landmarks/include50/87._hot_MVI_9410_0176.npz,56,56,258,True,
84._small_little_MVI_5208_0177,val,Adjectives,84. small little,Adjectives/84. small little/MVI_5208.MOV,data/landmarks/include50/84._small_little_MVI_5208_0177.npz,58,58,258,True,
79._short_MVI_9302_0178,val,Adjectives,79. short,Adjectives/79. short/MVI_9302.MOV,data/landmarks/include50/79._short_MVI_9302_0178.npz,44,44,258,True,
97._dry_MVI_9361_0179,val,Adjectives,97. dry,Adjectives/97. dry/MVI_9361.MOV,data/landmarks/include50/97._dry_MVI_9361_0179.npz,53,53,258,True,
97._dry_MVI_5248_0180,val,Adjectives,97. dry,Adjectives/97. dry/MVI_5248.MOV,data/landmarks/include50/97._dry_MVI_5248_0180.npz,58,58,258,True,
2._quiet_MVI_5340_0181,val,Adjectives,2. quiet,Adjectives/2. quiet/MVI_5340.MOV,data/landmarks/include50/2._quiet_MVI_5340_0181.npz,53,53,258,True,
91._new_MVI_9261_0182,val,Adjectives,91. new,Adjectives/91. new/MVI_9261.MOV,data/landmarks/include50/91._new_MVI_9261_0182.npz,49,49,258,True,
94._good_MVI_5159_0183,val,Adjectives,94. good,Adjectives/94. good/MVI_5159.MOV,data/landmarks/include50/94._good_MVI_5159_0183.npz,63,63,258,True,
83._big_large_MVI_5125_0184,val,Adjectives,83. big large,Adjectives/83. big large/MVI_5125.MOV,data/landmarks/include50/83._big_large_MVI_5125_0184.npz,71,71,258,True,
79._short_MVI_5190_0185,val,Adjectives,79. short,Adjectives/79. short/MVI_5190.MOV,data/landmarks/include50/79._short_MVI_5190_0185.npz,56,56,258,True,
91._new_MVI_9423_0186,val,Adjectives,91. new,Adjectives/91. new/MVI_9423.MOV,data/landmarks/include50/91._new_MVI_9423_0186.npz,49,49,258,True,
83._big_large_MVI_9396_0187,val,Adjectives,83. big large,Adjectives/83. big large/MVI_9396.MOV,data/landmarks/include50/83._big_large_MVI_9396_0187.npz,56,56,258,True,
94._good_MVI_9350_0188,val,Adjectives,94. good,Adjectives/94. good/MVI_9350.MOV,data/landmarks/include50/94._good_MVI_9350_0188.npz,45,45,258,True,
84._small_little_MVI_9320_0189,test,Adjectives,84. small little,Adjectives/84. small little/MVI_9320.MOV,data/landmarks/include50/84._small_little_MVI_9320_0189.npz,52,52,258,True,
79._short_MVI_9303_0190,test,Adjectives,79. short,Adjectives/79. short/MVI_9303.MOV,data/landmarks/include50/79._short_MVI_9303_0190.npz,49,49,258,True,
87._hot_MVI_9248_0191,test,Adjectives,87. hot,Adjectives/87. hot/MVI_9248.MOV,data/landmarks/include50/87._hot_MVI_9248_0191.npz,48,48,258,True,
79._short_MVI_5191_0192,test,Adjectives,79. short,Adjectives/79. short/MVI_5191.MOV,data/landmarks/include50/79._short_MVI_5191_0192.npz,64,64,258,True,
2._quiet_MVI_9539_0193,test,Adjectives,2. quiet,Adjectives/2. quiet/MVI_9539.MOV,data/landmarks/include50/2._quiet_MVI_9539_0193.npz,65,65,258,True,
94._good_MVI_9430_0194,test,Adjectives,94. good,Adjectives/94. good/MVI_9430.MOV,data/landmarks/include50/94._good_MVI_9430_0194.npz,67,67,258,True,
84._small_little_MVI_5127_0195,test,Adjectives,84. small little,Adjectives/84. small little/MVI_5127.MOV,data/landmarks/include50/84._small_little_MVI_5127_0195.npz,80,80,258,True,
3._happy_MVI_9297_0196,test,Adjectives,3. happy,Adjectives/3. happy/MVI_9297.MOV,data/landmarks/include50/3._happy_MVI_9297_0196.npz,48,48,258,True,
87._hot_MVI_9489_0197,test,Adjectives,87. hot,Adjectives/87. hot/MVI_9489.MOV,data/landmarks/include50/87._hot_MVI_9489_0197.npz,62,62,258,True,
78._long_MVI_9379_0198,test,Adjectives,78. long,Adjectives/78. long/MVI_9379.MOV,data/landmarks/include50/78._long_MVI_9379_0198.npz,52,52,258,True,
87._hot_MVI_9487_0199,test,Adjectives,87. hot,Adjectives/87. hot/MVI_9487.MOV,data/landmarks/include50/87._hot_MVI_9487_0199.npz,63,63,258,True,
83._big_large_MVI_5283_0200,test,Adjectives,83. big large,Adjectives/83. big large/MVI_5283.MOV,data/landmarks/include50/83._big_large_MVI_5283_0200.npz,57,57,258,True,
1._loud_MVI_9369_0201,test,Adjectives,1. loud,Adjectives/1. loud/MVI_9369.MOV,data/landmarks/include50/1._loud_MVI_9369_0201.npz,48,48,258,True,
87._hot_MVI_9408_0202,test,Adjectives,87. hot,Adjectives/87. hot/MVI_9408.MOV,data/landmarks/include50/87._hot_MVI_9408_0202.npz,63,63,258,True,
79._short_MVI_9220_0203,test,Adjectives,79. short,Adjectives/79. short/MVI_9220.MOV,data/landmarks/include50/79._short_MVI_9220_0203.npz,49,49,258,True,
83._big_large_MVI_9475_0204,test,Adjectives,83. big large,Adjectives/83. big large/MVI_9475.MOV,data/landmarks/include50/83._big_large_MVI_9475_0204.npz,54,54,258,True,
1._loud_MVI_9289_0205,test,Adjectives,1. loud,Adjectives/1. loud/MVI_9289.MOV,data/landmarks/include50/1._loud_MVI_9289_0205.npz,55,55,258,True,
1._loud_MVI_5258_0206,test,Adjectives,1. loud,Adjectives/1. loud/MVI_5258.MOV,data/landmarks/include50/1._loud_MVI_5258_0206.npz,76,76,258,True,
91._new_MVI_5230_0207,test,Adjectives,91. new,Adjectives/91. new/MVI_5230.MOV,data/landmarks/include50/91._new_MVI_5230_0207.npz,57,57,258,True,
87._hot_MVI_5216_0208,test,Adjectives,87. hot,Adjectives/87. hot/MVI_5216.MOV,data/landmarks/include50/87._hot_MVI_5216_0208.npz,57,57,258,True,
1._loud_MVI_9536_0209,test,Adjectives,1. loud,Adjectives/1. loud/MVI_9536.MOV,data/landmarks/include50/1._loud_MVI_9536_0209.npz,57,57,258,True,
2._quiet_MVI_5180_0210,test,Adjectives,2. quiet,Adjectives/2. quiet/MVI_5180.MOV,data/landmarks/include50/2._quiet_MVI_5180_0210.npz,68,68,258,True,
83._big_large_MVI_5203_0211,test,Adjectives,83. big large,Adjectives/83. big large/MVI_5203.MOV,data/landmarks/include50/83._big_large_MVI_5203_0211.npz,65,65,258,True,
78._long_MVI_9219_0212,test,Adjectives,78. long,Adjectives/78. long/MVI_9219.MOV,data/landmarks/include50/78._long_MVI_9219_0212.npz,53,53,258,True,
78._long_MVI_9300_0213,test,Adjectives,78. long,Adjectives/78. long/MVI_9300.MOV,data/landmarks/include50/78._long_MVI_9300_0213.npz,56,56,258,True,
94._good_MVI_5158_0214,test,Adjectives,94. good,Adjectives/94. good/MVI_5158.MOV,data/landmarks/include50/94._good_MVI_5158_0214.npz,73,73,258,True,
78._long_MVI_5268_0215,test,Adjectives,78. long,Adjectives/78. long/MVI_5268.MOV,data/landmarks/include50/78._long_MVI_5268_0215.npz,60,60,258,True,
78._long_MVI_5106_0216,test,Adjectives,78. long,Adjectives/78. long/MVI_5106.MOV,data/landmarks/include50/78._long_MVI_5106_0216.npz,68,68,258,True,
84._small_little_MVI_5206_0217,test,Adjectives,84. small little,Adjectives/84. small little/MVI_5206.MOV,data/landmarks/include50/84._small_little_MVI_5206_0217.npz,53,53,258,True,
78._long_MVI_9377_0218,test,Adjectives,78. long,Adjectives/78. long/MVI_9377.MOV,data/landmarks/include50/78._long_MVI_9377_0218.npz,53,53,258,True,
3._happy_MVI_5263_0219,test,Adjectives,3. happy,Adjectives/3. happy/MVI_5263.MOV,data/landmarks/include50/3._happy_MVI_5263_0219.npz,53,53,258,True,
83._big_large_MVI_9395_0220,test,Adjectives,83. big large,Adjectives/83. big large/MVI_9395.MOV,data/landmarks/include50/83._big_large_MVI_9395_0220.npz,57,57,258,True,
94._good_MVI_5239_0221,test,Adjectives,94. good,Adjectives/94. good/MVI_5239.MOV,data/landmarks/include50/94._good_MVI_5239_0221.npz,56,56,258,True,
1._loud_MVI_5177_0222,test,Adjectives,1. loud,Adjectives/1. loud/MVI_5177.MOV,data/landmarks/include50/1._loud_MVI_5177_0222.npz,56,56,258,True,
79._short_MVI_5271_0223,test,Adjectives,79. short,Adjectives/79. short/MVI_5271.MOV,data/landmarks/include50/79._short_MVI_5271_0223.npz,52,52,258,True,
3._happy_MVI_5183_0224,test,Adjectives,3. happy,Adjectives/3. happy/MVI_5183.MOV,data/landmarks/include50/3._happy_MVI_5183_0224.npz,71,71,258,True,
91._new_MVI_5150_0225,test,Adjectives,91. new,Adjectives/91. new/MVI_5150.MOV,data/landmarks/include50/91._new_MVI_5150_0225.npz,64,64,258,True,
91._new_MVI_9501_0226,test,Adjectives,91. new,Adjectives/91. new/MVI_9501.MOV,data/landmarks/include50/91._new_MVI_9501_0226.npz,49,49,258,True,
79._short_MVI_9462_0227,test,Adjectives,79. short,Adjectives/79. short/MVI_9462.MOV,data/landmarks/include50/79._short_MVI_9462_0227.npz,54,54,258,True,
84._small_little_MVI_9397_0228,test,Adjectives,84. small little,Adjectives/84. small little/MVI_9397.MOV,data/landmarks/include50/84._small_little_MVI_9397_0228.npz,51,51,258,True,
1._loud_MVI_5259_0229,test,Adjectives,1. loud,Adjectives/1. loud/MVI_5259.MOV,data/landmarks/include50/1._loud_MVI_5259_0229.npz,64,64,258,True,
87._hot_MVI_9329_0230,test,Adjectives,87. hot,Adjectives/87. hot/MVI_9329.MOV,data/landmarks/include50/87._hot_MVI_9329_0230.npz,53,53,258,True,
79._short_MVI_9222_0231,test,Adjectives,79. short,Adjectives/79. short/MVI_9222.MOV,data/landmarks/include50/79._short_MVI_9222_0231.npz,49,49,258,True,
2._quiet_MVI_9372_0232,test,Adjectives,2. quiet,Adjectives/2. quiet/MVI_9372.MOV,data/landmarks/include50/2._quiet_MVI_9372_0232.npz,47,47,258,True,
